,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Total Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Active Cases/1M pop,Date,Country Code
516,Slovenia,1012915.0,1029.0,6602.0,3.0,993932.0,1276.0,12381.0,23.0,487104.0,3175.0,2648772.0,1273778.0,2079462.0,Europe,2.0,315.0,1.0,5954.0,2022-05-05,SVN
517,Belarus,981070.0,189.0,6958.0,5.0,928536.0,,45576.0,,103887.0,737.0,13177291.0,1395365.0,9443619.0,Europe,10.0,1357.0,1.0,4826.0,2022-05-05,BLR
518,Nepal,978884.0,15.0,11951.0,,966715.0,15.0,218.0,,32523.0,397.0,5646021.0,187586.0,30098312.0,Asia,31.0,2518.0,5.0,7.0,2022-05-05,NPL
519,New Zealand,969959.0,8697.0,774.0,21.0,914741.0,9096.0,54444.0,,193910.0,155.0,7095449.0,1418494.0,5002100.0,Australia/Oceania,5.0,6463.0,1.0,10884.0,2022-05-05,NZL
520,Bolivia,905150.0,62.0,21923.0,1.0,859723.0,574.0,23504.0,220.0,75649.0,1832.0,2700878.0,225728.0,11965203.0,South America,13.0,546.0,4.0,1964.0,2022-05-05,BOL
521,UAE,899441.0,196.0,2302.0,,883160.0,301.0,13979.0,,88968.0,228.0,156581508.0,15488266.0,10109686.0,Asia,11.0,4392.0,0.0,1383.0,2022-05-05,ARE
522,Uruguay,895775.0,,7197.0,,886654.0,,1924.0,18.0,256242.0,2059.0,6091188.0,1742419.0,3495823.0,South America,4.0,486.0,1.0,550.0,2022-05-05,URY
523,Ecuador,869956.0,288.0,35598.0,,,,,759.0,47972.0,1963.0,2470170.0,136213.0,18134638.0,South America,21.0,509.0,7.0,21532.0,2022-05-05,ECU
524,Costa Rica,857290.0,,8421.0,,836721.0,,12148.0,42.0,165517.0,1626.0,4291131.0,828486.0,5179483.0,North America,6.0,615.0,1.0,2345.0,2022-05-05,CRI
525,Guatemala,847491.0,607.0,17636.0,17.0,827705.0,516.0,2150.0,5.0,45752.0,952.0,4477695.0,241729.0,18523603.0,North America,22.0,1050.0,4.0,116.0,2022-05-05,GTM
526,Latvia,823110.0,622.0,5777.0,3.0,809733.0,412.0,7600.0,8.0,445419.0,3126.0,7186387.0,3888855.0,1847944.0,Europe,2.0,320.0,0.0,4113.0,2022-05-05,LVA
527,Azerbaijan,792585.0,11.0,9709.0,,782804.0,35.0,72.0,,76899.0,942.0,6820672.0,661759.0,10306888.0,Asia,13.0,1062.0,2.0,7.0,2022-05-05,AZE
528,Panama,780148.0,2117.0,8189.0,,764020.0,387.0,7939.0,8.0,175733.0,1845.0,5897952.0,1328548.0,4439396.0,North America,6.0,542.0,1.0,1788.0,2022-05-05,PAN
529,Saudi Arabia,754464.0,159.0,9094.0,2.0,742127.0,112.0,3243.0,50.0,21069.0,254.0,41930549.0,1170960.0,35808699.0,Asia,47.0,3938.0,1.0,91.0,2022-05-05,SAU
530,Sri Lanka,663469.0,34.0,16507.0,,646134.0,2.0,828.0,,30747.0,765.0,6486117.0,300589.0,21578015.0,Asia,33.0,1307.0,3.0,38.0,2022-05-05,LKA
531,Paraguay,649455.0,,18870.0,,624673.0,,5912.0,2.0,89048.0,2587.0,2623300.0,359686.0,7293312.0,South America,11.0,387.0,3.0,811.0,2022-05-05,PRY
532,Kuwait,631409.0,,2555.0,,628090.0,,764.0,8.0,143945.0,582.0,8007805.0,1825573.0,4386460.0,Asia,7.0,1717.0,1.0,174.0,2022-05-05,KWT
533,Myanmar,612951.0,14.0,19434.0,,591894.0,8.0,1623.0,,11129.0,353.0,7989608.0,145057.0,55079184.0,Asia,90.0,2834.0,7.0,29.0,2022-05-05,MMR
534,Palestine,581940.0,,5353.0,,576242.0,,345.0,17.0,109409.0,1006.0,3078533.0,578785.0,5318954.0,Asia,9.0,994.0,2.0,65.0,2022-05-05,PSE
535,Dominican Republic,579572.0,,4376.0,,574824.0,,372.0,1.0,52462.0,396.0,3283648.0,297229.0,11047540.0,North America,19.0,2525.0,3.0,34.0,2022-05-05,DOM
536,Estonia,572434.0,,2548.0,,511857.0,,58029.0,3.0,430994.0,1918.0,3329716.0,2506992.0,1328172.0,Europe,2.0,521.0,0.0,43691.0,2022-05-05,EST
537,Bahrain,570103.0,658.0,1476.0,1.0,565516.0,412.0,3111.0,2.0,314968.0,815.0,9733630.0,5377598.0,1810033.0,Asia,3.0,1226.0,0.0,1719.0,2022-05-05,BHR
538,Venezuela,522564.0,23.0,5709.0,,515819.0,52.0,1036.0,230.0,18473.0,202.0,3359014.0,118743.0,28288101.0,South America,54.0,4955.0,8.0,37.0,2022-05-05,VEN
539,Moldova,516986.0,,11489.0,,504142.0,,1355.0,49.0,128707.0,2860.0,3216305.0,800721.0,4016759.0,Europe,8.0,350.0,1.0,337.0,2022-05-05,MDA
540,Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4870.0,232.0,3693367.0,34884.0,105875571.0,Africa,205.0,4302.0,29.0,461.0,2022-05-05,EGY
541,Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71265.0,913.0,2477219.0,351740.0,7042747.0,Africa,14.0,1095.0,3.0,639.0,2022-05-05,LBY
542,Cyprus,474267.0,,1020.0,,124370.0,,348877.0,60.0,387635.0,834.0,9477138.0,7746000.0,1223488.0,Asia,3.0,1199.0,0.0,285150.0,2022-05-05,CYP
543,Ethiopia,470647.0,39.0,7510.0,,455716.0,4.0,7421.0,5.0,3916.0,62.0,4800646.0,39943.0,120187071.0,Africa,255.0,16004.0,25.0,62.0,2022-05-05,ETH
544,Mongolia,469885.0,,2179.0,,313256.0,,154450.0,192.0,139219.0,646.0,4030048.0,1194033.0,3375157.0,Asia,7.0,1549.0,1.0,45761.0,2022-05-05,MNG
545,Honduras,423794.0,,10895.0,,132358.0,,280541.0,105.0,41574.0,1069.0,1358559.0,133275.0,10193652.0,North America,24.0,936.0,8.0,27521.0,2022-05-05,HND
546,Armenia,422877.0,,8622.0,,412026.0,,2229.0,,142220.0,2900.0,3059332.0,1028898.0,2973407.0,Asia,7.0,345.0,1.0,750.0,2022-05-05,ARM
547,Oman,389126.0,,4258.0,,384243.0,,625.0,4.0,72804.0,797.0,25000000.0,4677399.0,5344851.0,Asia,14.0,1255.0,0.0,117.0,2022-05-05,OMN
548,Bosnia and Herzegovina,377087.0,142.0,15765.0,3.0,192218.0,,169104.0,,116264.0,4861.0,1758191.0,542087.0,3243377.0,Europe,9.0,206.0,2.0,52138.0,2022-05-05,BIH
549,Réunion,374295.0,,742.0,,355605.0,,17948.0,10.0,412656.0,818.0,1603660.0,1768019.0,907038.0,Africa,2.0,1222.0,1.0,19787.0,2022-05-05,REU
550,Qatar,364826.0,69.0,677.0,,363645.0,55.0,504.0,3.0,129933.0,241.0,3452650.0,1229662.0,2807805.0,Asia,8.0,4147.0,1.0,179.0,2022-05-05,QAT
551,Kenya,323806.0,12.0,5649.0,,318034.0,8.0,123.0,,5788.0,101.0,3605860.0,64455.0,55944116.0,Africa,173.0,9903.0,16.0,2.0,2022-05-05,KEN
552,Zambia,319755.0,,3976.0,,315266.0,,513.0,1.0,16543.0,206.0,3429405.0,177430.0,19328259.0,Africa,60.0,4861.0,6.0,27.0,2022-05-05,ZMB
553,North Macedonia,309925.0,138.0,9283.0,1.0,300021.0,86.0,621.0,,148772.0,4456.0,2025083.0,972094.0,2083217.0,Europe,7.0,224.0,1.0,298.0,2022-05-05,MKD
554,Botswana,305859.0,,2688.0,,303026.0,,145.0,1.0,125417.0,1102.0,2026898.0,831126.0,2438737.0,Africa,8.0,907.0,1.0,59.0,2022-05-05,BWA
555,Albania,275211.0,55.0,3496.0,,271424.0,56.0,291.0,2.0,95825.0,1217.0,1808952.0,629851.0,2872031.0,Europe,10.0,822.0,2.0,101.0,2022-05-05,ALB
556,Algeria,265782.0,4.0,6875.0,,178358.0,1.0,80549.0,6.0,5867.0,152.0,230861.0,5096.0,45303854.0,Africa,170.0,6590.0,196.0,1778.0,2022-05-05,DZA
557,Nigeria,255766.0,,3143.0,,249914.0,,2709.0,11.0,1187.0,15.0,5075820.0,23552.0,215511406.0,Africa,843.0,68569.0,42.0,13.0,2022-05-05,NGA
558,Zimbabwe,248050.0,100.0,5471.0,1.0,241899.0,40.0,680.0,12.0,16255.0,359.0,2264510.0,148396.0,15259935.0,Africa,62.0,2789.0,7.0,45.0,2022-05-05,ZWE
559,Luxembourg,240132.0,543.0,1068.0,,229649.0,693.0,9415.0,1.0,372492.0,1657.0,4234646.0,6568765.0,644664.0,Europe,3.0,604.0,0.0,14605.0,2022-05-05,LUX
560,Uzbekistan,238651.0,15.0,1637.0,,236777.0,12.0,237.0,23.0,6946.0,48.0,1377915.0,40103.0,34359257.0,Asia,144.0,20989.0,25.0,7.0,2022-05-05,UZB
561,Montenegro,235484.0,65.0,2716.0,1.0,232117.0,109.0,651.0,6.0,374848.0,4323.0,2456137.0,3909726.0,628212.0,Europe,3.0,231.0,0.0,1036.0,2022-05-05,MNE
562,Taiwan,232402.0,30060.0,886.0,5.0,30973.0,1276.0,200543.0,,9726.0,37.0,15072064.0,630739.0,23895881.0,Asia,103.0,26971.0,2.0,8392.0,2022-05-05,TWN
563,Mozambique,225400.0,7.0,2201.0,,223155.0,4.0,44.0,13.0,6859.0,67.0,1314422.0,39999.0,32861508.0,Africa,146.0,14930.0,25.0,1.0,2022-05-05,MOZ
564,Laos,208111.0,230.0,745.0,2.0,7660.0,,199706.0,,27862.0,100.0,1232128.0,164959.0,7469284.0,Asia,36.0,10026.0,6.0,26737.0,2022-05-05,LAO
565,Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29902.0,445.0,1907195.0,283737.0,6721694.0,Asia,33.0,2247.0,4.0,237.0,2022-05-05,KGZ
566,Iceland,185795.0,,119.0,,75685.0,,109991.0,,538057.0,345.0,2264004.0,6556496.0,345307.0,Europe,2.0,2902.0,0.0,318531.0,2022-05-05,ISL
567,Maldives,179171.0,,298.0,,163687.0,,15186.0,25.0,321088.0,534.0,2213831.0,3967354.0,558012.0,Asia,3.0,1873.0,0.0,27214.0,2022-05-05,MDV
568,Afghanistan,178901.0,4.0,7683.0,,161896.0,20.0,9322.0,1124.0,4413.0,190.0,944738.0,23306.0,40536624.0,Asia,227.0,5276.0,43.0,230.0,2022-05-05,AFG
569,Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3391.0,74.0,2612795.0,53994.0,48390164.0,Africa,295.0,13457.0,19.0,1245.0,2022-05-05,UGA
570,El Salvador,162089.0,,4128.0,,150662.0,,7299.0,8.0,24761.0,631.0,1950448.0,297948.0,6546266.0,North America,40.0,1586.0,3.0,1115.0,2022-05-05,SLV
571,Ghana,161216.0,6.0,1445.0,,159737.0,9.0,34.0,1.0,4997.0,45.0,2438498.0,75582.0,32262860.0,Africa,200.0,22327.0,13.0,1.0,2022-05-05,GHA
572,Namibia,158940.0,49.0,4025.0,1.0,153662.0,,1253.0,,60541.0,1533.0,1009474.0,384513.0,2625331.0,Africa,17.0,652.0,3.0,477.0,2022-05-05,NAM
573,Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408968.0,2471.0,828928.0,2212061.0,374731.0,North America,2.0,405.0,0.0,406219.0,2022-05-05,MTQ
574,Trinidad and Tobago,149532.0,418.0,3843.0,2.0,137013.0,415.0,8676.0,18.0,106216.0,2730.0,712717.0,506261.0,1407805.0,North America,9.0,366.0,2.0,6163.0,2022-05-05,TTO
575,Brunei,142166.0,146.0,218.0,,141408.0,132.0,540.0,4.0,319355.0,490.0,717784.0,1612396.0,445166.0,Asia,3.0,2042.0,1.0,1213.0,2022-05-05,BRN
576,Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350106.0,2134.0,938039.0,2343633.0,400250.0,North America,3.0,469.0,0.0,342351.0,2022-05-05,GLP
577,Cambodia,136258.0,1.0,3056.0,,133156.0,11.0,46.0,,7948.0,178.0,2954445.0,172336.0,17143544.0,Asia,126.0,5610.0,6.0,3.0,2022-05-05,KHM
578,Jamaica,130473.0,123.0,2970.0,2.0,83874.0,170.0,43629.0,,43711.0,995.0,1008811.0,337973.0,2984886.0,North America,23.0,1005.0,3.0,14617.0,2022-05-05,JAM
579,Rwanda,129819.0,6.0,1459.0,,45522.0,,82838.0,,9587.0,108.0,5285642.0,390339.0,13541157.0,Africa,104.0,9281.0,3.0,6117.0,2022-05-05,RWA
580,Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4315.0,69.0,1751774.0,63109.0,27757944.0,Africa,232.0,14405.0,16.0,2.0,2022-05-05,CMR
581,Angola,99194.0,,1900.0,,97149.0,,145.0,,2855.0,55.0,1499795.0,43170.0,34741212.0,Africa,350.0,18285.0,23.0,4.0,2022-05-05,AGO
582,Malta,92308.0,167.0,703.0,5.0,87926.0,287.0,3679.0,4.0,208041.0,1584.0,1889711.0,4258974.0,443701.0,Europe,5.0,631.0,0.0,8292.0,2022-05-05,MLT
583,DRC,87023.0,,1337.0,,50930.0,,34756.0,,920.0,14.0,846704.0,8955.0,94555007.0,Africa,1087.0,70722.0,112.0,368.0,2022-05-05,COD
584,Senegal,86010.0,2.0,1966.0,,84025.0,3.0,19.0,,4900.0,112.0,1071480.0,61042.0,17553251.0,Africa,204.0,8928.0,16.0,1.0,2022-05-05,SEN
585,Malawi,85795.0,2.0,2634.0,,82069.0,3.0,1092.0,67.0,4282.0,131.0,575161.0,28705.0,20036661.0,Africa,234.0,7607.0,35.0,55.0,2022-05-05,MWI
586,Ivory Coast,81967.0,1.0,799.0,,81132.0,10.0,36.0,,2972.0,29.0,1503708.0,54529.0,27576446.0,Africa,336.0,34514.0,18.0,1.0,2022-05-05,CIV
587,French Guiana,80859.0,,395.0,,11254.0,,69210.0,2.0,258433.0,1262.0,627211.0,2004625.0,312882.0,South America,4.0,792.0,0.0,221202.0,2022-05-05,GUF
588,Suriname,79393.0,,1328.0,,49402.0,,28663.0,,133148.0,2227.0,236066.0,395899.0,596278.0,South America,8.0,449.0,3.0,48070.0,2022-05-05,SUR
589,Channel Islands,74642.0,223.0,171.0,1.0,73655.0,332.0,816.0,,422174.0,967.0,1252808.0,7085858.0,176804.0,Europe,2.0,1034.0,0.0,4615.0,2022-05-05,
590,French Polynesia,72765.0,,648.0,,,,,7.0,256316.0,2283.0,,,283888.0,Australia/Oceania,4.0,438.0,,136029.0,2022-05-05,PYF
591,Barbados,71127.0,1155.0,399.0,3.0,67374.0,1159.0,3354.0,,246951.0,1385.0,652229.0,2264519.0,288021.0,North America,4.0,722.0,0.0,11645.0,2022-05-05,BRB
592,Eswatini,70833.0,131.0,1398.0,1.0,69010.0,9.0,425.0,11.0,59916.0,1183.0,1016801.0,860086.0,1182208.0,Africa,17.0,846.0,1.0,359.0,2022-05-05,SWZ
593,Fiji,64646.0,9.0,862.0,,62791.0,24.0,993.0,,71167.0,949.0,508091.0,559346.0,908366.0,Australia/Oceania,14.0,1054.0,2.0,1093.0,2022-05-05,FJI
594,Madagascar,64181.0,,1391.0,,59370.0,,3420.0,14.0,2213.0,48.0,426220.0,14699.0,28996777.0,Africa,452.0,20846.0,68.0,118.0,2022-05-05,MDG
595,Guyana,63518.0,15.0,1228.0,,62200.0,4.0,90.0,1.0,80046.0,1548.0,600940.0,757312.0,793517.0,South America,12.0,646.0,1.0,113.0,2022-05-05,GUY
596,Sudan,62135.0,,4933.0,,,,,,1359.0,108.0,562941.0,12311.0,45727331.0,Africa,736.0,9270.0,81.0,369.0,2022-05-05,SDN
597,New Caledonia,60749.0,,312.0,,60231.0,,206.0,9.0,209094.0,1074.0,98964.0,340627.0,290535.0,Australia/Oceania,5.0,931.0,3.0,709.0,2022-05-05,NCL
598,Bhutan,59422.0,64.0,21.0,,59033.0,177.0,368.0,2.0,75485.0,27.0,2301767.0,2923993.0,787200.0,Asia,13.0,37486.0,0.0,467.0,2022-05-05,BTN
599,Mauritania,58699.0,8.0,982.0,,57700.0,,17.0,,12044.0,201.0,805551.0,165281.0,4873830.0,Africa,83.0,4963.0,6.0,3.0,2022-05-05,MRT
600,Belize,57561.0,17.0,676.0,,56654.0,10.0,231.0,6.0,140095.0,1645.0,542191.0,1319610.0,410872.0,North America,7.0,608.0,1.0,562.0,2022-05-05,BLZ
601,Cabo Verde,56036.0,10.0,401.0,,55564.0,4.0,71.0,23.0,98817.0,707.0,400982.0,707113.0,567069.0,Africa,10.0,1414.0,1.0,125.0,2022-05-05,CPV
602,Syria,55833.0,4.0,3150.0,,52243.0,19.0,440.0,,3054.0,172.0,146269.0,8001.0,18280493.0,Asia,327.0,5803.0,125.0,24.0,2022-05-05,SYR
603,Gabon,47602.0,,304.0,,47285.0,,13.0,,20500.0,131.0,1593622.0,686293.0,2322072.0,Africa,49.0,7638.0,1.0,6.0,2022-05-05,GAB
604,Papua New Guinea,43821.0,,650.0,,43133.0,,38.0,7.0,4733.0,70.0,249149.0,26912.0,9257967.0,Australia/Oceania,211.0,14243.0,37.0,4.0,2022-05-05,PNG
605,Seychelles,42474.0,367.0,166.0,,41727.0,496.0,581.0,,427029.0,1669.0,,,99464.0,Africa,2.0,599.0,,5841.0,2022-05-05,SYC
606,Curaçao,42241.0,,274.0,,41612.0,,355.0,3.0,255504.0,1657.0,496693.0,3004361.0,165324.0,North America,4.0,603.0,0.0,2147.0,2022-05-05,CUW
607,Andorra,41717.0,,153.0,,41021.0,,543.0,14.0,538339.0,1974.0,249838.0,3224049.0,77492.0,Europe,2.0,506.0,0.0,7007.0,2022-05-05,AND
608,Burundi,40552.0,,38.0,,773.0,,39741.0,,3234.0,3.0,345742.0,27571.0,12540281.0,Africa,309.0,330007.0,36.0,3169.0,2022-05-05,BDI
609,Mauritius,37714.0,19.0,990.0,,36009.0,22.0,715.0,,29565.0,776.0,358675.0,281172.0,1275641.0,Africa,34.0,1289.0,4.0,561.0,2022-05-05,MUS
610,Mayotte,37363.0,,187.0,,2964.0,,34212.0,,131149.0,656.0,176919.0,621010.0,284889.0,Africa,8.0,1523.0,2.0,120089.0,2022-05-05,MYT
611,Togo,36995.0,1.0,273.0,,36702.0,3.0,20.0,,4284.0,32.0,731516.0,84719.0,8634650.0,Africa,233.0,31629.0,12.0,2.0,2022-05-05,TGO
612,Guinea,36459.0,,440.0,,35976.0,,43.0,8.0,2645.0,32.0,660107.0,47882.0,13786163.0,Africa,378.0,31332.0,21.0,3.0,2022-05-05,GIN
613,Aruba,34846.0,,212.0,,34516.0,,118.0,3.0,323854.0,1970.0,177885.0,1653237.0,107598.0,North America,3.0,508.0,1.0,1097.0,2022-05-05,ABW
614,Faeroe Islands,34658.0,,28.0,,7693.0,,26937.0,5.0,704374.0,569.0,778000.0,15811723.0,49204.0,Europe,1.0,1757.0,0.0,547455.0,2022-05-05,FRO
615,Tanzania,33872.0,,803.0,,,,,7.0,539.0,13.0,,,62854783.0,Africa,1856.0,78275.0,,523.0,2022-05-05,TZA
616,Bahamas,33626.0,29.0,798.0,,32384.0,4.0,444.0,,84036.0,1994.0,229817.0,574341.0,400140.0,North America,12.0,501.0,2.0,1110.0,2022-05-05,BHS
617,Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15142.0,321.0,431221.0,198407.0,2173414.0,Africa,66.0,3118.0,5.0,3708.0,2022-05-05,LSO
618,Mali,30874.0,14.0,732.0,,29978.0,12.0,164.0,,1448.0,34.0,668249.0,31343.0,21320611.0,Africa,691.0,29127.0,32.0,8.0,2022-05-05,MLI
619,Haiti,30703.0,,835.0,,29555.0,,313.0,,2634.0,72.0,132422.0,11359.0,11657604.0,North America,380.0,13961.0,88.0,27.0,2022-05-05,HTI
620,Isle of Man,28416.0,,87.0,,26794.0,,1535.0,,330961.0,1013.0,150753.0,1755821.0,85859.0,Europe,3.0,987.0,1.0,17878.0,2022-05-05,IMN
621,Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2121.0,13.0,604310.0,47562.0,12705635.0,Africa,471.0,77949.0,21.0,101.0,2022-05-05,BEN
622,Somalia,26485.0,,1350.0,,13182.0,,11953.0,,1585.0,81.0,400466.0,23971.0,16706482.0,Africa,631.0,12375.0,42.0,715.0,2022-05-05,SOM
623,Congo,24079.0,,385.0,,20178.0,,3516.0,,4175.0,67.0,347815.0,60309.0,5767227.0,Africa,240.0,14980.0,17.0,610.0,2022-05-05,COG
624,Saint Lucia,23538.0,74.0,368.0,,22953.0,24.0,217.0,,127118.0,1987.0,143281.0,773793.0,185167.0,North America,8.0,503.0,1.0,1172.0,2022-05-05,LCA
625,Timor-Leste,22879.0,4.0,130.0,,22730.0,,19.0,,16767.0,95.0,263136.0,192842.0,1364516.0,Asia,60.0,10496.0,5.0,14.0,2022-05-05,TLS
626,Cayman Islands,22828.0,,27.0,,8553.0,,14248.0,1.0,340016.0,402.0,222773.0,3318136.0,67138.0,North America,3.0,2487.0,0.0,212220.0,2022-05-05,CYM
627,Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,950.0,17.0,248995.0,11341.0,21954577.0,Africa,1053.0,57473.0,88.0,1.0,2022-05-05,BFA
628,Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2732.0,33.0,,,6769185.0,North America,366.0,30085.0,,2074.0,2022-05-05,NIC
629,Gibraltar,17837.0,159.0,102.0,,16579.0,,1156.0,,529712.0,3029.0,534283.0,15866807.0,33673.0,Europe,2.0,330.0,0.0,34330.0,2022-05-05,GIB
630,South Sudan,17490.0,1.0,138.0,,13514.0,,3838.0,1.0,1530.0,12.0,385179.0,33686.0,11434551.0,Africa,654.0,82859.0,30.0,336.0,2022-05-05,SSD
631,Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1751.0,12.0,,,9930626.0,Asia,571.0,80086.0,,,2022-05-05,TJK
632,Liechtenstein,17225.0,5.0,84.0,,17058.0,12.0,83.0,,449399.0,2192.0,102174.0,2665710.0,38329.0,Europe,2.0,456.0,0.0,2165.0,2022-05-05,LIE
633,San Marino,16561.0,,115.0,,16175.0,,271.0,4.0,486202.0,3376.0,152231.0,4469233.0,34062.0,Europe,2.0,296.0,0.0,7956.0,2022-05-05,SMR
634,Equatorial Guinea,15908.0,2.0,183.0,,15701.0,,24.0,5.0,10694.0,123.0,316462.0,212746.0,1487512.0,Africa,94.0,8128.0,5.0,16.0,2022-05-05,GNQ
635,Solomon Islands,15677.0,764.0,141.0,3.0,14109.0,688.0,1427.0,2.0,21841.0,196.0,5117.0,7129.0,717782.0,Australia/Oceania,46.0,5091.0,140.0,1988.0,2022-05-05,SLB
636,Djibouti,15631.0,,189.0,,15427.0,,15.0,,15410.0,186.0,305941.0,301609.0,1014364.0,Africa,65.0,5367.0,3.0,15.0,2022-05-05,DJI
637,Grenada,14984.0,154.0,220.0,,14229.0,69.0,535.0,4.0,132041.0,1939.0,151734.0,1337099.0,113480.0,North America,8.0,516.0,1.0,4714.0,2022-05-05,GRD
638,CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2939.0,23.0,81294.0,16312.0,4983839.0,Africa,340.0,44105.0,61.0,1540.0,2022-05-05,CAF
639,Bermuda,13832.0,,131.0,,13289.0,,412.0,,223616.0,2118.0,885175.0,14310253.0,61856.0,North America,4.0,472.0,0.0,6661.0,2022-05-05,BMU
640,Dominica,12161.0,,63.0,,12025.0,,73.0,,168169.0,871.0,191084.0,2642421.0,72314.0,North America,6.0,1148.0,0.0,1009.0,2022-05-05,DMA
641,Gambia,11995.0,,365.0,,11591.0,,39.0,,4720.0,144.0,155686.0,61265.0,2541191.0,Africa,212.0,6962.0,16.0,15.0,2022-05-05,GMB
642,Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210198.0,369.0,164926.0,2895928.0,56951.0,North America,5.0,2712.0,0.0,161349.0,2022-05-05,GRL
643,Monaco,11869.0,29.0,54.0,,11672.0,20.0,143.0,4.0,298569.0,1358.0,54960.0,1382537.0,39753.0,Europe,3.0,736.0,1.0,3597.0,2022-05-05,MCO
644,Yemen,11819.0,,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8548.0,31031025.0,Asia,2626.0,14440.0,117.0,21.0,2022-05-05,YEM
645,Tonga,10494.0,210.0,11.0,,9255.0,,1228.0,,97263.0,102.0,486186.0,4506187.0,107893.0,Australia/Oceania,10.0,9808.0,0.0,11382.0,2022-05-05,TON
646,Saint Martin,10462.0,75.0,63.0,,1399.0,,9000.0,7.0,262363.0,1580.0,112382.0,2818287.0,39876.0,North America,4.0,633.0,0.0,225700.0,2022-05-05,MAF
647,Samoa,10210.0,,20.0,,1605.0,,8585.0,4.0,50838.0,100.0,73313.0,365043.0,200834.0,Australia/Oceania,20.0,10042.0,3.0,42747.0,2022-05-05,WSM
648,Sint Maarten,10065.0,,86.0,,9913.0,,66.0,10.0,229957.0,1965.0,62056.0,1417807.0,43769.0,North America,4.0,509.0,1.0,1508.0,2022-05-05,SXM
649,Caribbean Netherlands,9804.0,,34.0,,9714.0,,56.0,,367604.0,1275.0,30126.0,1129584.0,26670.0,North America,3.0,784.0,1.0,2100.0,2022-05-05,BES
650,Eritrea,9735.0,,103.0,,9631.0,,1.0,,2677.0,28.0,23693.0,6515.0,3636487.0,Africa,374.0,35306.0,153.0,0.3,2022-05-05,ERI
651,Niger,8957.0,,309.0,,8550.0,,98.0,1.0,347.0,12.0,250880.0,9719.0,25813384.0,Africa,2882.0,83538.0,103.0,4.0,2022-05-05,NER
652,Guinea-Bissau,8210.0,3.0,171.0,,7530.0,,509.0,6.0,3998.0,83.0,134817.0,65658.0,2053324.0,Africa,250.0,12008.0,15.0,248.0,2022-05-05,GNB
653,Comoros,8100.0,,160.0,,7933.0,,7.0,,8964.0,177.0,,,903584.0,Africa,112.0,5647.0,,8.0,2022-05-05,COM
654,Sierra Leone,7681.0,,125.0,,,,,,928.0,15.0,259958.0,31416.0,8274588.0,Africa,1077.0,66197.0,32.0,331.0,2022-05-05,SLE
655,Antigua and Barbuda,7654.0,9.0,137.0,,7464.0,7.0,53.0,1.0,76989.0,1378.0,18901.0,190118.0,99417.0,North America,13.0,726.0,5.0,533.0,2022-05-05,ATG
656,Vanuatu,7622.0,58.0,14.0,,7137.0,125.0,471.0,3.0,23796.0,44.0,24976.0,77974.0,320311.0,Australia/Oceania,42.0,22879.0,13.0,1470.0,2022-05-05,VUT
657,Liberia,7434.0,,294.0,,5747.0,,1393.0,2.0,1409.0,56.0,139824.0,26503.0,5275742.0,Africa,710.0,17945.0,38.0,264.0,2022-05-05,LBR
658,Chad,7412.0,,193.0,,4874.0,,2345.0,,429.0,11.0,191341.0,11066.0,17290330.0,Africa,2333.0,89587.0,90.0,136.0,2022-05-05,TCD
659,St. Vincent Grenadines,6786.0,1.0,106.0,,6641.0,,39.0,,60814.0,950.0,98944.0,886698.0,111587.0,North America,16.0,1053.0,1.0,350.0,2022-05-05,VCT
660,British Virgin Islands,6355.0,,62.0,,,,,1.0,207680.0,2026.0,103049.0,3367614.0,30600.0,North America,5.0,494.0,0.0,3366.0,2022-05-05,VGB
661,Turks and Caicos,5995.0,,36.0,,5918.0,,41.0,4.0,151091.0,907.0,497269.0,12532613.0,39678.0,North America,7.0,1102.0,0.0,1033.0,2022-05-05,TCA
662,Sao Tome and Principe,5964.0,,73.0,,5884.0,,7.0,,26316.0,322.0,29036.0,128123.0,226626.0,Africa,38.0,3104.0,8.0,31.0,2022-05-05,STP
663,Saint Kitts and Nevis,5570.0,,43.0,,5519.0,,8.0,,103359.0,798.0,70707.0,1312062.0,53890.0,North America,10.0,1253.0,1.0,148.0,2022-05-05,KNA
