,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Total Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Active Cases/1M pop,Date,Country Code
3512,Honduras,424447.0,324.0,10896.0,,132401.0,,281150.0,105.0,41616.0,1068.0,1366423.0,133973.0,10199251.0,North America,24.0,936.0,7.0,27566.0,2022-05-18,HND
3513,Armenia,422917.0,,8623.0,,412071.0,,2223.0,,142224.0,2900.0,3078174.0,1035166.0,2973603.0,Asia,7.0,345.0,1.0,748.0,2022-05-18,ARM
3514,Réunion,411363.0,,770.0,,403795.0,,6798.0,10.0,453410.0,849.0,1603660.0,1767578.0,907264.0,Africa,2.0,1178.0,1.0,7493.0,2022-05-18,REU
3515,Oman,389447.0,13.0,4260.0,,384618.0,18.0,569.0,3.0,72801.0,796.0,25000000.0,4673353.0,5349478.0,Asia,14.0,1256.0,0.0,106.0,2022-05-18,OMN
3516,Bosnia and Herzegovina,377606.0,42.0,15783.0,,,,,,116450.0,4867.0,1769493.0,545692.0,3242656.0,Europe,9.0,205.0,2.0,52304.0,2022-05-18,BIH
3517,Qatar,366477.0,126.0,677.0,,364779.0,140.0,1021.0,1.0,130521.0,241.0,3493995.0,1244387.0,2807805.0,Asia,8.0,4147.0,1.0,364.0,2022-05-18,QAT
3518,Kenya,324071.0,26.0,5649.0,,318192.0,13.0,230.0,,5788.0,101.0,3637594.0,64973.0,55986284.0,Africa,173.0,9911.0,15.0,4.0,2022-05-18,KEN
3519,Zambia,320680.0,,3983.0,,316139.0,,558.0,1.0,16576.0,206.0,3454966.0,178582.0,19346617.0,Africa,60.0,4857.0,6.0,29.0,2022-05-18,ZMB
3520,North Macedonia,310942.0,96.0,9293.0,,301114.0,88.0,535.0,,149261.0,4461.0,2038710.0,978637.0,2083214.0,Europe,7.0,224.0,1.0,257.0,2022-05-18,MKD
3521,Botswana,306614.0,,2692.0,,303619.0,,303.0,1.0,125639.0,1103.0,2026898.0,830551.0,2440427.0,Africa,8.0,907.0,1.0,124.0,2022-05-18,BWA
3522,Albania,275688.0,44.0,3497.0,,271962.0,13.0,229.0,2.0,95994.0,1218.0,1818942.0,633354.0,2871920.0,Europe,10.0,821.0,2.0,80.0,2022-05-18,ALB
3523,Algeria,265828.0,6.0,6875.0,,178374.0,2.0,80579.0,6.0,5864.0,152.0,230861.0,5093.0,45332016.0,Africa,171.0,6594.0,196.0,1778.0,2022-05-18,DZA
3524,Nigeria,255859.0,30.0,3143.0,,249943.0,18.0,2773.0,11.0,1186.0,15.0,5114703.0,23713.0,215693429.0,Africa,843.0,68627.0,42.0,13.0,2022-05-18,NGA
3525,Zimbabwe,249748.0,259.0,5484.0,2.0,242581.0,73.0,1683.0,12.0,16358.0,359.0,2295541.0,150354.0,15267623.0,Africa,61.0,2784.0,7.0,110.0,2022-05-18,ZWE
3526,Luxembourg,244182.0,,1073.0,,235939.0,,7170.0,,378561.0,1663.0,4248188.0,6586072.0,645026.0,Europe,3.0,601.0,0.0,11116.0,2022-05-18,LUX
3527,Uzbekistan,238824.0,18.0,1637.0,,237019.0,38.0,168.0,23.0,6947.0,48.0,1377915.0,40083.0,34376493.0,Asia,144.0,21000.0,25.0,5.0,2022-05-18,UZB
3528,Montenegro,236414.0,75.0,2719.0,,233102.0,61.0,593.0,6.0,376327.0,4328.0,2466906.0,3926850.0,628215.0,Europe,3.0,231.0,0.0,944.0,2022-05-18,MNE
3529,Mozambique,225519.0,20.0,2201.0,,223224.0,4.0,94.0,13.0,6856.0,67.0,1320827.0,40156.0,32892731.0,Africa,146.0,14944.0,25.0,3.0,2022-05-18,MOZ
3530,Laos,209502.0,51.0,754.0,,,,,,28034.0,101.0,1232128.0,164877.0,7473035.0,Asia,36.0,9911.0,6.0,26908.0,2022-05-18,LAO
3531,Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29885.0,445.0,1907195.0,283576.0,6725521.0,Asia,33.0,2249.0,4.0,237.0,2022-05-18,KGZ
3532,Iceland,186545.0,152.0,120.0,8.0,,,,,540106.0,347.0,2264004.0,6554996.0,345386.0,Europe,2.0,2878.0,0.0,320627.0,2022-05-18,ISL
3533,Maldives,179560.0,,298.0,,163687.0,,15575.0,25.0,321590.0,534.0,2213831.0,3964952.0,558350.0,Asia,3.0,1874.0,0.0,27895.0,2022-05-18,MDV
3534,Afghanistan,179328.0,67.0,7691.0,,162256.0,198.0,9381.0,1124.0,4420.0,190.0,952654.0,23483.0,40567840.0,Asia,226.0,5275.0,43.0,231.0,2022-05-18,AFG
3535,Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3387.0,74.0,2612795.0,53937.0,48441721.0,Africa,295.0,13471.0,19.0,1244.0,2022-05-18,UGA
3536,El Salvador,162089.0,,4130.0,,150662.0,,7297.0,8.0,24756.0,631.0,1950448.0,297895.0,6547426.0,North America,40.0,1585.0,3.0,1114.0,2022-05-18,SLV
3537,Ghana,161325.0,,1445.0,,159826.0,,54.0,1.0,4997.0,45.0,2445003.0,75730.0,32285945.0,Africa,200.0,22343.0,13.0,2.0,2022-05-18,GHA
3538,Namibia,160438.0,202.0,4030.0,1.0,153662.0,,2746.0,,61073.0,1534.0,1020772.0,388574.0,2626968.0,Africa,16.0,652.0,3.0,1045.0,2022-05-18,NAM
3539,Trinidad and Tobago,155893.0,434.0,3881.0,2.0,142770.0,717.0,9242.0,18.0,110722.0,2756.0,728786.0,517617.0,1407965.0,North America,9.0,363.0,2.0,6564.0,2022-05-18,TTO
3540,Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408979.0,2471.0,828928.0,2212120.0,374721.0,North America,2.0,405.0,0.0,406230.0,2022-05-18,MTQ
3541,Brunei,145221.0,300.0,221.0,,143295.0,182.0,1705.0,,326108.0,496.0,717784.0,1611857.0,445315.0,Asia,3.0,2015.0,1.0,3829.0,2022-05-18,BRN
3542,Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350104.0,2134.0,938039.0,2343621.0,400252.0,North America,3.0,469.0,0.0,342349.0,2022-05-18,GLP
3543,Cambodia,136262.0,,3056.0,,133197.0,1.0,9.0,,7944.0,178.0,2962730.0,172736.0,17151764.0,Asia,126.0,5612.0,6.0,0.5,2022-05-18,KHM
3544,Jamaica,133103.0,147.0,3011.0,2.0,85394.0,118.0,44698.0,,44585.0,1009.0,1043340.0,349487.0,2985344.0,North America,22.0,991.0,3.0,14972.0,2022-05-18,JAM
3545,Rwanda,129927.0,7.0,1459.0,,45522.0,,82946.0,,9587.0,108.0,5358487.0,395385.0,13552596.0,Africa,104.0,9289.0,3.0,6120.0,2022-05-18,RWA
3546,Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4312.0,69.0,1751774.0,63055.0,27781486.0,Africa,232.0,14417.0,16.0,2.0,2022-05-18,CMR
3547,Angola,99194.0,,1900.0,,97149.0,,145.0,,2852.0,55.0,1499795.0,43125.0,34777696.0,Africa,351.0,18304.0,23.0,4.0,2022-05-18,AGO
3548,Malta,93682.0,76.0,714.0,2.0,90338.0,160.0,2630.0,4.0,211118.0,1609.0,1907478.0,4298610.0,443743.0,Europe,5.0,621.0,0.0,5927.0,2022-05-18,MLT
3549,DRC,87633.0,,1338.0,,50930.0,,35365.0,,926.0,14.0,846704.0,8945.0,94652156.0,Africa,1080.0,70742.0,112.0,374.0,2022-05-18,COD
3550,Senegal,86051.0,4.0,1966.0,,84064.0,5.0,21.0,,4898.0,112.0,1083099.0,61648.0,17568978.0,Africa,204.0,8936.0,16.0,1.0,2022-05-18,SEN
3551,Malawi,85895.0,3.0,2637.0,,82712.0,1.0,546.0,67.0,4283.0,131.0,579375.0,28890.0,20054276.0,Africa,233.0,7605.0,35.0,27.0,2022-05-18,MWI
3552,Ivory Coast,82008.0,12.0,799.0,,81185.0,12.0,24.0,,2971.0,29.0,1511932.0,54781.0,27599717.0,Africa,337.0,34543.0,18.0,0.9,2022-05-18,CIV
3553,French Guiana,81784.0,,397.0,,11254.0,,70133.0,1.0,261159.0,1268.0,631628.0,2016963.0,313158.0,South America,4.0,789.0,0.0,223954.0,2022-05-18,GUF
3554,Suriname,80240.0,,1339.0,,49466.0,,29435.0,,134526.0,2245.0,236652.0,396758.0,596464.0,South America,7.0,445.0,3.0,49349.0,2022-05-18,SUR
3555,Barbados,77364.0,403.0,434.0,1.0,72495.0,788.0,4435.0,,268594.0,1507.0,673670.0,2338864.0,288033.0,North America,4.0,664.0,0.0,15398.0,2022-05-18,BRB
3556,Channel Islands,75561.0,,174.0,,74803.0,,584.0,,427234.0,984.0,1252808.0,7083574.0,176861.0,Europe,2.0,1016.0,0.0,3302.0,2022-05-18,
3557,French Polynesia,72836.0,11.0,649.0,,,,,7.0,256514.0,2286.0,,,283946.0,Australia/Oceania,4.0,438.0,,136248.0,2022-05-18,PYF
3558,Eswatini,71867.0,67.0,1403.0,,69805.0,13.0,659.0,11.0,60769.0,1186.0,1022459.0,864561.0,1182634.0,Africa,16.0,843.0,1.0,557.0,2022-05-18,SWZ
3559,Fiji,64812.0,,862.0,,62875.0,,1075.0,,71332.0,949.0,520560.0,572928.0,908596.0,Australia/Oceania,14.0,1054.0,2.0,1183.0,2022-05-18,FJI
3560,Madagascar,64276.0,,1393.0,,59370.0,,3513.0,6.0,2215.0,48.0,435827.0,15017.0,29022145.0,Africa,452.0,20834.0,67.0,121.0,2022-05-18,MDG
3561,Guyana,63926.0,94.0,1228.0,,62334.0,12.0,364.0,,80547.0,1547.0,613139.0,772554.0,793652.0,South America,12.0,646.0,1.0,459.0,2022-05-18,GUY
3562,Sudan,62195.0,16.0,4936.0,1.0,,,,,1359.0,108.0,562941.0,12301.0,45763792.0,Africa,736.0,9271.0,81.0,370.0,2022-05-18,SDN
3563,New Caledonia,61049.0,452.0,312.0,,60339.0,281.0,398.0,9.0,210056.0,1074.0,98964.0,340513.0,290632.0,Australia/Oceania,5.0,932.0,3.0,1369.0,2022-05-18,NCL
3564,Bhutan,59574.0,,21.0,,59509.0,,44.0,,75649.0,27.0,2303734.0,2925373.0,787501.0,Asia,13.0,37500.0,0.0,56.0,2022-05-18,BTN
3565,Mauritania,58909.0,11.0,982.0,,57718.0,8.0,209.0,,12076.0,201.0,819638.0,168021.0,4878186.0,Africa,83.0,4968.0,6.0,43.0,2022-05-18,MRT
3566,Belize,58135.0,80.0,676.0,1.0,56808.0,26.0,651.0,6.0,141404.0,1644.0,552207.0,1343151.0,411128.0,North America,7.0,608.0,1.0,1583.0,2022-05-18,BLZ
3567,Cabo Verde,56127.0,,401.0,,55640.0,,86.0,23.0,98940.0,707.0,400982.0,706846.0,567283.0,Africa,10.0,1415.0,1.0,152.0,2022-05-18,CPV
3568,Syria,55872.0,1.0,3150.0,,52542.0,16.0,180.0,,3054.0,172.0,146269.0,7995.0,18295637.0,Asia,327.0,5808.0,125.0,10.0,2022-05-18,SYR
3569,Gabon,47608.0,,304.0,,47297.0,,7.0,,20486.0,131.0,1594523.0,686128.0,2323943.0,Africa,49.0,7645.0,1.0,3.0,2022-05-18,GAB
3570,Papua New Guinea,44394.0,,651.0,,43722.0,4.0,21.0,7.0,4792.0,70.0,249149.0,26894.0,9263996.0,Australia/Oceania,209.0,14230.0,37.0,2.0,2022-05-18,PNG
3571,Seychelles,43235.0,,167.0,,42553.0,,515.0,,434584.0,1679.0,,,99486.0,Africa,2.0,596.0,,5177.0,2022-05-18,SYC
3572,Curaçao,43017.0,,275.0,,42203.0,,539.0,3.0,260160.0,1663.0,496693.0,3003925.0,165348.0,North America,4.0,601.0,0.0,3260.0,2022-05-18,CUW
3573,Andorra,42156.0,416.0,153.0,,41021.0,736.0,982.0,14.0,543976.0,1974.0,249838.0,3223883.0,77496.0,Europe,2.0,507.0,0.0,12672.0,2022-05-18,AND
3574,Burundi,41530.0,,38.0,,,,,,3308.0,3.0,345742.0,27543.0,12552914.0,Africa,302.0,330340.0,36.0,3244.0,2022-05-18,BDI
3575,Mauritius,37901.0,11.0,996.0,,36255.0,,650.0,,29710.0,781.0,358675.0,281156.0,1275716.0,Africa,34.0,1281.0,4.0,510.0,2022-05-18,MUS
3576,Mayotte,37523.0,,187.0,,2964.0,,34372.0,,131602.0,656.0,176919.0,620498.0,285124.0,Africa,8.0,1525.0,2.0,120551.0,2022-05-18,MYT
3577,Togo,37026.0,3.0,273.0,,36734.0,2.0,19.0,,4285.0,32.0,736471.0,85224.0,8641560.0,Africa,233.0,31654.0,12.0,2.0,2022-05-18,TGO
3578,Guinea,36597.0,,442.0,,36113.0,,42.0,8.0,2652.0,32.0,660107.0,47838.0,13798861.0,Africa,377.0,31219.0,21.0,3.0,2022-05-18,GIN
3579,Aruba,35693.0,,213.0,,35199.0,,281.0,,331676.0,1979.0,177885.0,1652991.0,107614.0,North America,3.0,505.0,1.0,2611.0,2022-05-18,ABW
3580,Tanzania,35354.0,,840.0,,,,,7.0,562.0,13.0,,,62915458.0,Africa,1780.0,74899.0,,546.0,2022-05-18,TZA
3581,Faeroe Islands,34658.0,,28.0,,7693.0,,26937.0,5.0,704288.0,569.0,778000.0,15809795.0,49210.0,Europe,1.0,1758.0,0.0,547389.0,2022-05-18,FRO
3582,Bahamas,33989.0,22.0,801.0,,32526.0,13.0,662.0,,84915.0,2001.0,233473.0,583284.0,400273.0,North America,12.0,500.0,2.0,1654.0,2022-05-18,BHS
3583,Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15138.0,321.0,431221.0,198352.0,2174017.0,Africa,66.0,3119.0,5.0,3707.0,2022-05-18,LSO
3584,Mali,31023.0,18.0,734.0,,30116.0,12.0,173.0,,1454.0,34.0,676767.0,31711.0,21341413.0,Africa,688.0,29075.0,32.0,8.0,2022-05-18,MLI
3585,Haiti,30725.0,,835.0,,29619.0,,271.0,,2635.0,72.0,132422.0,11354.0,11662540.0,North America,380.0,13967.0,88.0,23.0,2022-05-18,HTI
3586,Isle of Man,28416.0,,105.0,,26794.0,,1517.0,,330900.0,1223.0,150753.0,1755493.0,85875.0,Europe,3.0,818.0,1.0,17665.0,2022-05-18,IMN
3587,Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2119.0,13.0,604310.0,47520.0,12716952.0,Africa,472.0,78018.0,21.0,101.0,2022-05-18,BEN
3588,Somalia,26518.0,3.0,1350.0,,13182.0,,11986.0,,1586.0,81.0,400466.0,23948.0,16722292.0,Africa,631.0,12387.0,42.0,717.0,2022-05-18,SOM
3589,Saint Lucia,24514.0,141.0,368.0,,23435.0,68.0,711.0,1.0,132367.0,1987.0,143281.0,773668.0,185197.0,North America,8.0,503.0,1.0,3839.0,2022-05-18,LCA
3590,Congo,24079.0,,385.0,,20178.0,,3516.0,,4172.0,67.0,347815.0,60258.0,5772066.0,Africa,240.0,14992.0,17.0,609.0,2022-05-18,COG
3591,Cayman Islands,23578.0,,28.0,,8553.0,,14997.0,1.0,351041.0,417.0,222773.0,3316753.0,67166.0,North America,3.0,2399.0,0.0,223283.0,2022-05-18,CYM
3592,Timor-Leste,22890.0,,131.0,,22748.0,,11.0,,16764.0,96.0,265125.0,194172.0,1365410.0,Asia,60.0,10423.0,5.0,8.0,2022-05-18,TLS
3593,Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,949.0,17.0,248995.0,11331.0,21975012.0,Africa,1054.0,57526.0,88.0,1.0,2022-05-18,BFA
3594,Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2731.0,33.0,,,6771984.0,North America,366.0,30098.0,,2073.0,2022-05-18,NIC
3595,Solomon Islands,18174.0,,146.0,,16357.0,,1671.0,2.0,25299.0,203.0,5117.0,7123.0,718382.0,Australia/Oceania,40.0,4920.0,140.0,2326.0,2022-05-18,SLB
3596,Gibraltar,18129.0,,102.0,,16579.0,,1448.0,,538400.0,3029.0,534283.0,15867278.0,33672.0,Europe,2.0,330.0,0.0,43003.0,2022-05-18,GIB
3597,South Sudan,17550.0,1.0,138.0,,13514.0,,3898.0,1.0,1534.0,12.0,392400.0,34303.0,11439211.0,Africa,652.0,82893.0,29.0,341.0,2022-05-18,SSD
3598,Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1750.0,12.0,,,9938253.0,Asia,572.0,80147.0,,,2022-05-18,TJK
3599,Liechtenstein,17361.0,15.0,84.0,,17227.0,5.0,50.0,,452900.0,2191.0,102174.0,2665432.0,38333.0,Europe,2.0,456.0,0.0,1304.0,2022-05-18,LIE
3600,San Marino,16852.0,,115.0,,16454.0,,283.0,4.0,494716.0,3376.0,152231.0,4468970.0,34064.0,Europe,2.0,296.0,0.0,8308.0,2022-05-18,SMR
3601,Grenada,16784.0,134.0,221.0,1.0,14878.0,449.0,1685.0,4.0,147879.0,1947.0,159562.0,1405857.0,113498.0,North America,7.0,514.0,1.0,14846.0,2022-05-18,GRD
3602,Equatorial Guinea,15910.0,,183.0,,15701.0,3.0,26.0,5.0,10684.0,123.0,317211.0,213014.0,1489158.0,Africa,94.0,8137.0,5.0,17.0,2022-05-18,GNQ
3603,Djibouti,15631.0,,189.0,,15427.0,,15.0,,15402.0,186.0,305941.0,301457.0,1014874.0,Africa,65.0,5370.0,3.0,15.0,2022-05-18,DJI
3604,CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2938.0,23.0,81294.0,16302.0,4986825.0,Africa,340.0,44131.0,61.0,1539.0,2022-05-18,CAF
3605,Bermuda,14135.0,307.0,135.0,2.0,13664.0,281.0,336.0,,228544.0,2183.0,893980.0,14454469.0,61848.0,North America,4.0,458.0,0.0,5433.0,2022-05-18,BMU
3606,Dominica,13116.0,,63.0,,12465.0,,588.0,,181361.0,871.0,196777.0,2720921.0,72320.0,North America,6.0,1148.0,0.0,8131.0,2022-05-18,DMA
3607,Samoa,12051.0,,24.0,,1605.0,,10422.0,4.0,59991.0,119.0,93905.0,467468.0,200880.0,Australia/Oceania,17.0,8370.0,2.0,51882.0,2022-05-18,WSM
3608,Monaco,12035.0,,54.0,,11922.0,,59.0,4.0,302676.0,1358.0,54960.0,1382224.0,39762.0,Europe,3.0,736.0,1.0,1484.0,2022-05-18,MCO
3609,Gambia,11999.0,,365.0,,11591.0,,43.0,,4717.0,143.0,155686.0,61207.0,2543612.0,Africa,212.0,6969.0,16.0,17.0,2022-05-18,GMB
3610,Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210187.0,369.0,164926.0,2895776.0,56954.0,North America,5.0,2712.0,0.0,161341.0,2022-05-18,GRL
3611,Yemen,11819.0,,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8542.0,31054411.0,Asia,2627.0,14451.0,117.0,21.0,2022-05-18,YEM
3612,Tonga,11280.0,46.0,11.0,,10514.0,179.0,755.0,,104506.0,102.0,518262.0,4801568.0,107936.0,Australia/Oceania,10.0,9812.0,0.0,6995.0,2022-05-18,TON
3613,Saint Martin,10602.0,,63.0,,1399.0,,9140.0,7.0,265721.0,1579.0,112382.0,2816662.0,39899.0,North America,4.0,633.0,0.0,229078.0,2022-05-18,MAF
3614,Sint Maarten,10189.0,,86.0,,10068.0,,35.0,10.0,232700.0,1964.0,62056.0,1417257.0,43786.0,North America,4.0,509.0,1.0,799.0,2022-05-18,SXM
3615,Caribbean Netherlands,9986.0,,35.0,,9886.0,,65.0,,374302.0,1312.0,30126.0,1129203.0,26679.0,North America,3.0,762.0,1.0,2436.0,2022-05-18,BES
3616,Eritrea,9751.0,,103.0,,9633.0,,15.0,,2680.0,28.0,23693.0,6512.0,3638231.0,Africa,373.0,35323.0,154.0,4.0,2022-05-18,ERI
3617,Niger,9013.0,18.0,310.0,,8579.0,49.0,124.0,1.0,349.0,12.0,253043.0,9791.0,25844698.0,Africa,2867.0,83370.0,102.0,5.0,2022-05-18,NER
3618,Vanuatu,8487.0,143.0,14.0,,8196.0,44.0,277.0,,26475.0,44.0,24976.0,77912.0,320567.0,Australia/Oceania,38.0,22898.0,13.0,864.0,2022-05-18,VUT
3619,Guinea-Bissau,8222.0,18.0,171.0,,8010.0,1.0,41.0,6.0,4001.0,83.0,136655.0,66499.0,2054981.0,Africa,250.0,12017.0,15.0,20.0,2022-05-18,GNB
3620,Comoros,8100.0,,160.0,,7933.0,,7.0,,8958.0,177.0,,,904243.0,Africa,112.0,5652.0,,8.0,2022-05-18,COM
3621,Antigua and Barbuda,7795.0,60.0,137.0,1.0,7536.0,20.0,122.0,1.0,78384.0,1378.0,18901.0,190063.0,99446.0,North America,13.0,726.0,5.0,1227.0,2022-05-18,ATG
3622,Sierra Leone,7682.0,,125.0,,,,,,928.0,15.0,259958.0,31395.0,8280360.0,Africa,1078.0,66243.0,32.0,331.0,2022-05-18,SLE
3623,Liberia,7452.0,,294.0,,5747.0,,1411.0,2.0,1411.0,56.0,139824.0,26482.0,5279976.0,Africa,709.0,17959.0,38.0,267.0,2022-05-18,LBR
3624,Chad,7415.0,,193.0,,4874.0,,2348.0,,428.0,11.0,191341.0,11056.0,17307139.0,Africa,2334.0,89674.0,90.0,136.0,2022-05-18,TCD
3625,St. Vincent Grenadines,6801.0,17.0,106.0,,6641.0,,54.0,,60941.0,950.0,99138.0,888341.0,111599.0,North America,16.0,1053.0,1.0,484.0,2022-05-18,VCT
3626,British Virgin Islands,6573.0,,62.0,,,,,1.0,214755.0,2026.0,103637.0,3386055.0,30607.0,North America,5.0,494.0,0.0,5064.0,2022-05-18,VGB
3627,Turks and Caicos,6046.0,51.0,36.0,,5963.0,63.0,47.0,4.0,152304.0,907.0,505354.0,12730282.0,39697.0,North America,7.0,1103.0,0.0,1184.0,2022-05-18,TCA
3628,Sao Tome and Principe,5973.0,,73.0,,5897.0,,3.0,,26339.0,322.0,29036.0,128041.0,226771.0,Africa,38.0,3106.0,8.0,13.0,2022-05-18,STP
3629,Saint Kitts and Nevis,5622.0,4.0,43.0,,5556.0,,23.0,,104298.0,798.0,70707.0,1311745.0,53903.0,North America,10.0,1254.0,1.0,427.0,2022-05-18,KNA
3630,Cook Islands,5443.0,65.0,1.0,,5341.0,60.0,101.0,,309367.0,57.0,17641.0,1002671.0,17594.0,Australia/Oceania,3.0,17594.0,1.0,5741.0,2022-05-18,COK
3631,Palau,4936.0,,6.0,,4200.0,,730.0,1.0,270392.0,329.0,50415.0,2761709.0,18255.0,Australia/Oceania,4.0,3043.0,0.0,39989.0,2022-05-18,PLW
3632,St. Barth,4611.0,,6.0,,,,,,464210.0,604.0,78646.0,7917648.0,9933.0,North America,2.0,1656.0,0.0,417095.0,2022-05-18,BLM
3633,Anguilla,3116.0,,9.0,,3042.0,,65.0,4.0,204288.0,590.0,51382.0,3368649.0,15253.0,North America,5.0,1695.0,0.0,4261.0,2022-05-18,AIA
3634,Kiribati,3094.0,4.0,13.0,,2602.0,,479.0,3.0,25180.0,106.0,,,122877.0,Australia/Oceania,40.0,9452.0,,3898.0,2022-05-18,KIR
3635,Saint Pierre Miquelon,2739.0,,1.0,,2449.0,,289.0,1.0,477095.0,174.0,23687.0,4125936.0,5741.0,North America,2.0,5741.0,0.0,50340.0,2022-05-18,SPM
3636,Falkland Islands,1126.0,386.0,,,,,,,306896.0,,8632.0,2352685.0,3669.0,South America,3.0,,0.0,273099.0,2022-05-18,
3637,Montserrat,794.0,,4.0,,428.0,,362.0,,158864.0,800.0,11238.0,2248499.0,4998.0,North America,6.0,1250.0,0.0,72429.0,2022-05-18,MSR
3638,Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,,,,,,2022-05-18,
3639,Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41762.0,644.0,20508.0,1886487.0,10871.0,Australia/Oceania,24.0,1553.0,1.0,828.0,2022-05-18,WLF
3640,Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8072.0,665892.0,Asia,8121.0,,124.0,,2022-05-18,MAC
3641,Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,Europe,28.0,,,,2022-05-18,
3642,Marshall Islands,17.0,,,,14.0,,3.0,,284.0,,,,59937.0,Australia/Oceania,3526.0,,,50.0,2022-05-18,
3643,Western Sahara,10.0,,1.0,,9.0,,0.0,,16.0,2.0,,,624802.0,Africa,62480.0,624802.0,,,2022-05-18,ESH
3644,MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,,,,,,2022-05-18,
3645,Niue,9.0,,,,9.0,,0.0,,5464.0,,,,1647.0,Australia/Oceania,183.0,,,,2022-05-18,
3646,Nauru,8.0,,,,5.0,,3.0,,731.0,,,,10951.0,Australia/Oceania,1369.0,,,274.0,2022-05-18,
3647,Micronesia,7.0,,,,1.0,,6.0,,60.0,,,,117278.0,Australia/Oceania,16754.0,,,51.0,2022-05-18,
3648,Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6111.0,Africa,3056.0,,,,2022-05-18,
3649,China,222370.0,240.0,5217.0,3.0,211948.0,391.0,5205.0,301.0,154.0,4.0,160000000.0,111163.0,1439323776.0,Asia,6473.0,275891.0,9.0,4.0,2022-05-18,CHN
3650,USA,84692706.0,88149.0,1028014.0,201.0,81438103.0,44141.0,2226589.0,2254.0,253087.0,3072.0,1020316136.0,3049007.0,334638797.0,North America,4.0,326.0,0.0,6654.0,2022-05-19,USA
3651,India,43128786.0,2259.0,524293.0,20.0,42587259.0,2614.0,17234.0,698.0,30687.0,373.0,844926602.0,601191.0,1405421194.0,Asia,33.0,2681.0,2.0,12.0,2022-05-19,IND
3652,Brazil,30741811.0,10415.0,665376.0,115.0,29746640.0,,329795.0,8318.0,142726.0,3089.0,63776166.0,296096.0,215389991.0,South America,7.0,324.0,3.0,1531.0,2022-05-19,BRA
3653,France,29263304.0,27842.0,147648.0,67.0,28395236.0,52839.0,720420.0,1173.0,446468.0,2253.0,271490188.0,4142101.0,65544076.0,Europe,2.0,444.0,0.0,10991.0,2022-05-19,FRA
3654,Germany,25956837.0,56446.0,138349.0,139.0,24299000.0,126500.0,1519488.0,944.0,307962.0,1641.0,122332384.0,1451400.0,84285800.0,Europe,3.0,609.0,1.0,18028.0,2022-05-19,DEU
3655,UK,22207102.0,4882.0,177410.0,169.0,21755622.0,39871.0,274070.0,189.0,323936.0,2588.0,519264096.0,7574521.0,68554055.0,Europe,3.0,386.0,0.0,3998.0,2022-05-19,GBR
3656,Russia,18273690.0,4927.0,377975.0,97.0,17664676.0,5952.0,231039.0,2300.0,125118.0,2588.0,273400000.0,1871940.0,146051678.0,Europe,8.0,386.0,1.0,1582.0,2022-05-19,RUS
3657,S. Korea,17889849.0,28105.0,23842.0,40.0,17251847.0,37740.0,614160.0,274.0,348378.0,464.0,15804065.0,307760.0,51351836.0,Asia,3.0,2154.0,3.0,11960.0,2022-05-19,KOR
3658,Italy,17147477.0,30310.0,165630.0,108.0,16029269.0,90017.0,952578.0,318.0,284392.0,2747.0,218557950.0,3624793.0,60295297.0,Europe,4.0,364.0,0.0,15799.0,2022-05-19,ITA
3659,Turkey,15058627.0,1485.0,98914.0,4.0,14956279.0,1389.0,3434.0,975.0,175021.0,1150.0,161146307.0,1872941.0,86039163.0,Asia,6.0,870.0,1.0,40.0,2022-05-19,TUR
3660,Spain,12179234.0,,105642.0,,11588576.0,,485016.0,339.0,260303.0,2258.0,471036328.0,10067309.0,46788701.0,Europe,4.0,443.0,0.0,10366.0,2022-05-19,ESP
3661,Vietnam,10701796.0,1716.0,43072.0,1.0,9373294.0,9587.0,1285430.0,206.0,108122.0,435.0,85812861.0,866978.0,98979283.0,Asia,9.0,2298.0,1.0,12987.0,2022-05-19,VNM
3662,Argentina,9135308.0,,128776.0,,8895999.0,,110533.0,300.0,198712.0,2801.0,35716069.0,776897.0,45972702.0,South America,5.0,357.0,1.0,2404.0,2022-05-19,ARG
